Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
hotelser_3,SLOSH 10 working,,,39_a,Har du under de senaste 12 månaderna … @ … varit utsatt för våld eller hot om våld i ditt arbete?,1
hotelser_4,SLOSH 12 working,,,39_a,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",25
hotelser_5,SLOSH 14 working,,,42_a,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",25
hotelser_6,SLOSH 16 working,,,46_a,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",25
hotelser_7,SLOSH 18 working,,,47_a,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",26
elakaord_1,SLOSH 06 working,,,A10,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,23
elakaord_2,SLOSH 08 working,,1.0,23_b,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,24
elakaord_2,SLOSH 08 non-working,,1.0,23_b,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,24
elakaord_3,SLOSH 10 working,,,39_b,Har du under de senaste 12 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,1
elakaord_4,SLOSH 12 working,,,39_b,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,25
elakaord_5,SLOSH 14 working,,,42_b,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,25
elakaord_6,SLOSH 16 working,,,46_b,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,25
elakaord_7,SLOSH 18 working,,,47_b,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,25
manaemot_1,SLOSH 06 working,,,A11_a,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Sagt ifrån direkt och tydligt visat mina känslor?",11
manaemot_2,SLOSH 08 working,,,24_a,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Säger ifrån direkt och tydligt visar mina känslor?,11
manacomp_1,SLOSH 06 working,,,A11_b,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Föreslagit en kompromiss eller annan lösning?",11
manacomp_2,SLOSH 08 working,,,24_b,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Föreslår en kompromiss eller annan lösning?,11
manasile_1,SLOSH 06 working,,,A11_c,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Hållit tyst och ältat för mig själv?",11
manasile_2,SLOSH 08 working,,,24_c,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Håller tyst och ältar för mig själv?,11
manafam_1,SLOSH 06 working,,,A11_d,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Tagit ut det på min familj/mina närmaste?",11
manafam_2,SLOSH 08 working,,,24_d,"Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Tar ut det på min familj/mina
närmaste?",11
collemot_1,SLOSH 06 working,,,A12_a,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Sagt ifrån direkt och tydligt visat mina känslor?",11
collemot_2,SLOSH 08 working,,,25_a,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Säger ifrån direkt och tydligt visar mina känslor?,11
collcomp_1,SLOSH 06 working,,,A12_b,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Föreslagit en kompromiss eller annan lösning?",11
collcomp_2,SLOSH 08 working,,,25_b,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Föreslår en kompromiss eller annan lösning?,11
collsile_1,SLOSH 06 working,,,A12_c,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Hållit tyst och ältat för mig själv?",11
collsile_2,SLOSH 08 working,,,25_c,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Håller tyst och ältar för mig själv?,11
collfami_1,SLOSH 06 working,,,A12_d,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Tagit ut det på min familj/mina närmaste?",11
collfami_2,SLOSH 08 working,,,25_d,"Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Tar ut det på min familj/mina
närmaste?",11
loadtime_1,SLOSH 06 working,,,A13_a,På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress,27
loadtime_3,SLOSH 10 working,,,24_a,Vilka av följande påståenden tycker du stämmer på dig? @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,28
loadtime_4,SLOSH 12 working,,,25_a,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,28
loadtime_5,SLOSH 14 working,,,30_a,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,28
loadtime_6,SLOSH 16 working,,,29_a,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,28
loadtime_7,SLOSH 18 working,,,27_a,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,29
interrup_1,SLOSH 06 working,,,A13_b,Jag blir ofta avbruten och störd i mitt arbete,27
interrup_3,SLOSH 10 working,,,24_b,Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir ofta avbruten och störd i mitt arbete.,28
interrup_4,SLOSH 12 working,,,25_b,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,28
interrup_5,SLOSH 14 working,,,30_b,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,28
interrup_6,SLOSH 16 working,,,29_b,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,28
interrup_7,SLOSH 18 working,,,27_a,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,29
morework_1,SLOSH 06 working,,,A13_c,Jag har fått allt mer att göra på arbetet under de senaste åren,27
morework_3,SLOSH 10 working,,,24_c,Vilka av följande påståenden tycker du stämmer på dig? @ Jag har fått allt mer att göra på arbetet under de senaste åren.,28
morework_4,SLOSH 12 working,,,25_c,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,28
morework_5,SLOSH 14 working,,,30_c,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,29
morework_6,SLOSH 16 working,,,29_c,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,29
morework_7,SLOSH 18 working,,,27_c,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,29
manaackn_1,SLOSH 06 working,,,A13_d,Jag får inte det erkännande av mina överordnade som jag förtjänar,27
manaackn_3,SLOSH 10 working,,,24_d,Vilka av följande påståenden tycker du stämmer på dig? @ Jag får det erkännande av mina överordnade som jag förtjänar.,28
manaackn_4,SLOSH 12 working,,,25_d,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,28
manaackn_5,SLOSH 14 working,,,30_d,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,29
manaackn_6,SLOSH 16 working,,,29_d,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,29
manaackn_7,SLOSH 18 working,,,27_d,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,29
possprom_1,SLOSH 06 working,,,A13_e,Möjligheterna till befordran inom mitt arbetsområde är små,27
possprom_3,SLOSH 10 working,,,24_e,Vilka av följande påståenden tycker du stämmer på dig? @ Möjligheterna till befordran inom mitt arbetsområde är små.,28
possprom_4,SLOSH 12 working,,,25_e,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,28
possprom_5,SLOSH 14 working,,,30_e,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,29
possprom_6,SLOSH 16 working,,,29_e,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,29
possprom_7,SLOSH 18 working,,,27_e,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,29
impair_1,SLOSH 06 working,,,A13_f,Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation,27
impair_3,SLOSH 10 working,,,24_f,Vilka av följande påståenden tycker du stämmer på dig? @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,28
impair_4,SLOSH 12 working,,,25_f,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,28
impair_5,SLOSH 14 working,,,30_f,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,29
impair_6,SLOSH 16 working,,,29_f,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,29
impair_7,SLOSH 18 working,,,27_f,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,29
workthre_1,SLOSH 06 working,,,A13_g,Mitt arbete är hotat,27
workthre_3,SLOSH 10 working,,,24_g,Vilka av följande påståenden tycker du stämmer på dig? @ Mitt arbete är hotat.,28
workthre_4,SLOSH 12 working,,,25_g,Om din arbetssituation @ Mitt arbete är hotat.,28
workthre_5,SLOSH 14 working,,,30_g,Om din arbetssituation @ Mitt arbete är hotat.,29
workthre_6,SLOSH 16 working,,,29_g,Om din arbetssituation @ Mitt arbete är hotat.,29
workthre_7,SLOSH 18 working,,,27_g,Om din arbetssituation @ Mitt arbete är hotat.,29
acknowle_1,SLOSH 06 working,,,A13_h,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",27
acknowle_2,SLOSH 08 working,,1.0,15_a,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",27
acknowle_2,SLOSH 08 non-working,,1.0,15_a,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",27
acknowle_3,SLOSH 10 working,,,24_h,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",28
acknowle_4,SLOSH 12 working,,,25_h,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",28
acknowle_5,SLOSH 14 working,,,30_h,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",29
acknowle_6,SLOSH 16 working,,,29_h,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",28
acknowle_7,SLOSH 18 working,,,27_h,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",29
advance_1,SLOSH 06 working,,,A13_i,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet orimligt små",27
advance_3,SLOSH 10 working,,,24_i,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",28
advance_4,SLOSH 12 working,,,25_i,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",28
advance_5,SLOSH 14 working,,,30_i,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",29
advance_6,SLOSH 16 working,,,29_i,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",28
advance_7,SLOSH 18 working,,,27_i,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",29
salaryok_1,SLOSH 06 working,,,A13_j,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",27
salaryok_2,SLOSH 08 working,,1.0,15_b,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",27
salaryok_2,SLOSH 08 non-working,,1.0,15_b,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",27
salaryok_3,SLOSH 10 working,,,24_j,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",28
salaryok_4,SLOSH 12 working,,,25_j,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",28
salaryok_5,SLOSH 14 working,,,30_j,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",29
salaryok_6,SLOSH 16 working,,,29_j,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",29
salaryok_7,SLOSH 18 working,,,27_j,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",29
owndecis_1,SLOSH 06 working,,,A14_a,Jag förväntas ta egna beslut och vara ansvarig för dem,28
owndecis_2,SLOSH 08 working,,,21_a,Jag förväntas ta egna beslut och vara ansvarig för dem,28
owndecis_3,SLOSH 10 working,,,31_k,Hur är stämningen på din arbetsplats? @ Jag förväntas ta egna beslut och vara ansvarig för dem.,28
mindothe_1,SLOSH 06 working,,,A14_b,På min arbetsplats bryr vi oss om varandra,28
mindothe_2,SLOSH 08 working,,,21_b,På min arbetsplats bryr vi oss om varandra.,28
mindothe_3,SLOSH 10 working,,,31_a,Hur är stämningen på din arbetsplats? @ På min arbetsplats bryr vi oss om varandra.,28
replace_1,SLOSH 06 working,,,A14_c,På min arbetsplats råder inställningen att vi är utbytbara,28
replace_2,SLOSH 08 working,,,21_c,På min arbetsplats råder inställningen att vi är utbytbara,28
replace_3,SLOSH 10 working,,,31_b,Hur är stämningen på din arbetsplats? @ På min arbetsplats råder inställningen att vi är utbytbara.,28
pleasant_1,SLOSH 06 working,,,A14_d,Det är en lugn och behaglig stämning på min arbetsplats,28
pleasant_2,SLOSH 08 working,,1.0,21_d,Det är en lugn och behaglig stämning på min arbetsplats,28
pleasant_2,SLOSH 08 non-working,,1.0,21_d,Det är en lugn och behaglig stämning på min arbetsplats,28
pleasant_3,SLOSH 10 working,,,31_c,Hur är stämningen på din arbetsplats? @ Det är en lugn och behaglig stämning på min arbetsplats.,28
pleasant_4,SLOSH 12 working,,,32_a,Hur är stämningen på din arbetsplats? @ Det är en lugn och behaglig stämning på min arbetsplats.,28
pleasant_5,SLOSH 14 working,,,14_a,Hur är stämningen på din arbetsplats? @ Det är en lugn och behaglig stämning på min arbetsplats.,29
pleasant_6,SLOSH 16 working,,,13_a,Hur är stämningen på din arbetsplats? @ Det är en lugn och behaglig stämning på min arbetsplats.,28
pleasant_7,SLOSH 18 working,,,11_a,Hur är stämningen på din arbetsplats? @ Det är en lugn och behaglig stämning på min arbetsplats.,29
unity_1,SLOSH 06 working,,,A14_e,Det är god sammanhållning,28
unity_2,SLOSH 08 working,,1.0,21_e,Det är god sammanhållning,28
unity_2,SLOSH 08 non-working,,1.0,21_e,Det är god sammanhållning,28
unity_3,SLOSH 10 working,,,31_d,Hur är stämningen på din arbetsplats? @ Det är god sammanhållning.,28
unity_4,SLOSH 12 working,,,32_b,Hur är stämningen på din arbetsplats? @ Det är god sammanhållning.,28
unity_5,SLOSH 14 working,,,14_b,Hur är stämningen på din arbetsplats? @ Det är god sammanhållning.,29
unity_6,SLOSH 16 working,,,13_b,Hur är stämningen på din arbetsplats? @ Det är god sammanhållning.,28
unity_7,SLOSH 18 working,,,11_b,Hur är stämningen på din arbetsplats? @ Det är god sammanhållning.,29
loyality_1,SLOSH 06 working,,,A14_f,Mina arbetskamrater ställer upp för mig,28
loyality_2,SLOSH 08 working,,1.0,21_f,Mina arbetskamrater ställer upp för mig,28
loyality_2,SLOSH 08 non-working,,1.0,21_f,Mina arbetskamrater ställer upp för mig,28
loyality_3,SLOSH 10 working,,,31_e,Hur är stämningen på din arbetsplats? @ Mina arbetskamrater ställer upp för mig.,28
loyality_4,SLOSH 12 working,,,31_c,Hur är stämningen på din arbetsplats? @ Mina arbetskamrater ställer upp för mig.,28
loyality_5,SLOSH 14 working,,,14_c,Hur är stämningen på din arbetsplats? @ Mina arbetskamrater ställer upp för mig.,28
loyality_6,SLOSH 16 working,,,13_c,Hur är stämningen på din arbetsplats? @ Mina arbetskamrater ställer upp för mig.,29
loyality_7,SLOSH 18 working,,,11_c,Hur är stämningen på din arbetsplats? @ Mina arbetskamrater ställer upp för mig.,29
badday_1,SLOSH 06 working,,,A14_g,Man har förståelse för att jag kan ha en dålig dag,28
badday_2,SLOSH 08 working,,1.0,21_g,Mina arbetskamrater ställer upp för mig,28
badday_2,SLOSH 08 non-working,,1.0,21_g,Mina arbetskamrater ställer upp för mig,28
badday_3,SLOSH 10 working,,,31_f,Hur är stämningen på din arbetsplats? @ Man har förståelse för att jag kan ha en dålig dag.,28
