,Variabel,Enkät,Dubbelkodning,Beskrivning,Enkättext,Kodlista,Itemnr
211,varabere_1,SLOSH 06 working,,,"Är det någon del av tiden som du inte gör något annat än väntar och håller dig beredd, om något skulle inträffa?",helatiden1,A5_c
212,pratapau_1,SLOSH 06 working,,,Kan du ta korta pauser i stort sett när som helst för att prata?,helatiden1,A5_d
213,koncentr_1,SLOSH 06 working,,,Kräver arbetet hela din uppmärksamhet och koncentration?,helatiden1,A5_e
214,koncentr_2,SLOSH 08 working,,,Kräver arbetet hela din uppmärksamhet och koncentration?,helatiden1,10_c
215,cooperate_1,SLOSH 06 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1,A6
216,cooperate_2,SLOSH 08 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1,8
217,cooperate_3,SLOSH 10 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1,35
218,cooperate_4,SLOSH 12 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1,36
219,cooperate_5,SLOSH 14 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1_1,38
220,cooperate_6,SLOSH 16 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1,42
221,cooperate_7,SLOSH 18 working,,,Hur fungerar samarbetet på er arbetsplats?,bra1_1,43
222,likvarbe_1,SLOSH 06 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,A7
223,likvarbe_2,SLOSH 08 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,13
224,likvarbe_3,SLOSH 10 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,18
225,likvarbe_4,SLOSH 12 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,18
226,likvarbe_4,SLOSH 12 non-working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,18
227,likvarbe_5,SLOSH 14 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1_1,20
228,likvarbe_6,SLOSH 16 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1,19
229,likvarbe_7,SLOSH 18 working,,,Hur lätt skulle det vara för dig att utan att behöva flytta (byta bostad) få ett annat likvärdigt arbete?,lätt1_1,17
230,salary_1,SLOSH 06 working,,,"Jämfört med de andra anställda på din arbetsplats, hur stor löneförhöjning fick du under det gångna året?",storlek1,A8
231,hotelser_1,SLOSH 06 working,,,Är du utsatt för våld eller hot om våld i ditt arbete?,varjedag3,A9
232,hotelser_2,SLOSH 08 working,1.0,,Är du utsatt för våld eller hot om våld i ditt arbete?,varjedag4,23_a
233,hotelser_2,SLOSH 08 non-working,0.0,,Är du utsatt för våld eller hot om våld i ditt arbete?,varjedag4,23_a
234,hotelser_3,SLOSH 10 working,,,Har du under de senaste 12 månaderna … @ … varit utsatt för våld eller hot om våld i ditt arbete?,janej1,39_a
235,hotelser_4,SLOSH 12 working,,,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",janej2,39_a
236,hotelser_5,SLOSH 14 working,,,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",janej2,42_a
237,hotelser_6,SLOSH 16 working,,,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",janej2,46_a
238,hotelser_7,SLOSH 18 working,,,"Har du under de senaste 6 månaderna … @ … varit utsatt för våld eller hot om våld i ditt
arbete?",janej2_1,47_a
239,elakaord_1,SLOSH 06 working,,,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,varjedag3,A10
240,elakaord_2,SLOSH 08 working,1.0,,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,varjedag4,23_b
241,elakaord_2,SLOSH 08 non-working,0.0,,Är du utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,varjedag4,23_b
242,elakaord_3,SLOSH 10 working,,,Har du under de senaste 12 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,janej1,39_b
243,elakaord_4,SLOSH 12 working,,,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,janej2,39_b
244,elakaord_5,SLOSH 14 working,,,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,janej2,42_b
245,elakaord_6,SLOSH 16 working,,,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,janej2,46_b
246,elakaord_7,SLOSH 18 working,,,Har du under de senaste 6 månaderna … @ … varit utsatt för personlig förföljelse genom elaka ord och handlingar från chefer eller arbetskamrater?,janej2,47_b
247,manaemot_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Sagt ifrån direkt och tydligt visat mina känslor?",alltid1,A11_a
248,manaemot_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Säger ifrån direkt och tydligt visar mina känslor?,alltid1,24_a
249,manacomp_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Föreslagit en kompromiss eller annan lösning?",alltid1,A11_b
250,manacomp_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Föreslår en kompromiss eller annan lösning?,alltid1,24_b
251,manasile_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Hållit tyst och ältat för mig själv?",alltid1,A11_c
252,manasile_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Håller tyst och ältar för mig själv?,alltid1,24_c
253,manafam_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av din chef/dina chefer, hur har du då reagerat? @ Tagit ut det på min familj/mina närmaste?",alltid1,A11_d
254,manafam_2,SLOSH 08 working,,,"Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetsledare/chef? @ Tar ut det på min familj/mina
närmaste?",alltid1,24_d
255,collemot_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Sagt ifrån direkt och tydligt visat mina känslor?",alltid1,A12_a
256,collemot_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Säger ifrån direkt och tydligt visar mina känslor?,alltid1,25_a
257,collcomp_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Föreslagit en kompromiss eller annan lösning?",alltid1,A12_b
258,collcomp_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Föreslår en kompromiss eller annan lösning?,alltid1,25_b
259,collsile_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Hållit tyst och ältat för mig själv?",alltid1,A12_c
260,collsile_2,SLOSH 08 working,,,Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Håller tyst och ältar för mig själv?,alltid1,25_c
261,collfami_1,SLOSH 06 working,,,"När du under de senaste två åren känt dig överkörd eller orättvist behandlad av dina arbetskamrater, hur har du då reagerat? @ Tagit ut det på min familj/mina närmaste?",alltid1,A12_d
262,collfami_2,SLOSH 08 working,,,"Hur reagerar du vanligtvis om du blir orättvist behandlad eller råkar i konflikt med en arbetskamrat? @ Tar ut det på min familj/mina
närmaste?",alltid1,25_d
263,loadtime_1,SLOSH 06 working,,,På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress,instämmer1,A13_a
264,loadtime_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,stämmer1,24_a
265,loadtime_4,SLOSH 12 working,,,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,stämmer1,25_a
266,loadtime_5,SLOSH 14 working,,,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,stämmer1,30_a
267,loadtime_6,SLOSH 16 working,,,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,stämmer1,29_a
268,loadtime_7,SLOSH 18 working,,,Om din arbetssituation @ På grund av den höga arbetsbelastningen arbetar jag ofta under stor tidspress.,stämmer1_1,27_a
269,interrup_1,SLOSH 06 working,,,Jag blir ofta avbruten och störd i mitt arbete,instämmer1,A13_b
270,interrup_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir ofta avbruten och störd i mitt arbete.,stämmer1,24_b
271,interrup_4,SLOSH 12 working,,,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,stämmer1,25_b
272,interrup_5,SLOSH 14 working,,,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,stämmer1,30_b
273,interrup_6,SLOSH 16 working,,,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,stämmer1,29_b
274,interrup_7,SLOSH 18 working,,,Om din arbetssituation @ Jag blir ofta avbruten och störd i mitt arbete.,stämmer1_1,27_a
275,morework_1,SLOSH 06 working,,,Jag har fått allt mer att göra på arbetet under de senaste åren,instämmer1,A13_c
276,morework_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Jag har fått allt mer att göra på arbetet under de senaste åren.,stämmer1,24_c
277,morework_4,SLOSH 12 working,,,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,stämmer1,25_c
278,morework_5,SLOSH 14 working,,,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,stämmer1_1,30_c
279,morework_6,SLOSH 16 working,,,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,stämmer1_1,29_c
280,morework_7,SLOSH 18 working,,,Om din arbetssituation @ Jag har fått allt mer att göra på arbetet under de senaste åren.,stämmer1_1,27_c
281,manaackn_1,SLOSH 06 working,,,Jag får inte det erkännande av mina överordnade som jag förtjänar,instämmer1,A13_d
282,manaackn_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Jag får det erkännande av mina överordnade som jag förtjänar.,stämmer1,24_d
283,manaackn_4,SLOSH 12 working,,,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,stämmer1,25_d
284,manaackn_5,SLOSH 14 working,,,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,stämmer1_1,30_d
285,manaackn_6,SLOSH 16 working,,,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,stämmer1_1,29_d
286,manaackn_7,SLOSH 18 working,,,Om din arbetssituation @ Jag får det erkännande av mina överordnade som jag förtjänar.,stämmer1_1,27_d
287,possprom_1,SLOSH 06 working,,,Möjligheterna till befordran inom mitt arbetsområde är små,instämmer1,A13_e
288,possprom_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Möjligheterna till befordran inom mitt arbetsområde är små.,stämmer1,24_e
289,possprom_4,SLOSH 12 working,,,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,stämmer1,25_e
290,possprom_5,SLOSH 14 working,,,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,stämmer1_1,30_e
291,possprom_6,SLOSH 16 working,,,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,stämmer1_1,29_e
292,possprom_7,SLOSH 18 working,,,Om din arbetssituation @ Möjligheterna till befordran inom mitt arbetsområde är små.,stämmer1_1,27_e
293,impair_1,SLOSH 06 working,,,Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation,instämmer1,A13_f
294,impair_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,stämmer1,24_f
295,impair_4,SLOSH 12 working,,,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,stämmer1,25_f
296,impair_5,SLOSH 14 working,,,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,stämmer1_1,30_f
297,impair_6,SLOSH 16 working,,,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,stämmer1_1,29_f
298,impair_7,SLOSH 18 working,,,Om din arbetssituation @ Jag upplever för närvarande eller förväntar mig en försämring i min arbetssituation.,stämmer1_1,27_f
299,workthre_1,SLOSH 06 working,,,Mitt arbete är hotat,instämmer1,A13_g
300,workthre_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Mitt arbete är hotat.,stämmer1,24_g
301,workthre_4,SLOSH 12 working,,,Om din arbetssituation @ Mitt arbete är hotat.,stämmer1,25_g
302,workthre_5,SLOSH 14 working,,,Om din arbetssituation @ Mitt arbete är hotat.,stämmer1_1,30_g
303,workthre_6,SLOSH 16 working,,,Om din arbetssituation @ Mitt arbete är hotat.,stämmer1_1,29_g
304,workthre_7,SLOSH 18 working,,,Om din arbetssituation @ Mitt arbete är hotat.,stämmer1_1,27_g
305,acknowle_1,SLOSH 06 working,,,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",instämmer1,A13_h
306,acknowle_2,SLOSH 08 working,1.0,,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",instämmer1,15_a
307,acknowle_2,SLOSH 08 non-working,0.0,,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete inte det erkännande som jag förtjänar",instämmer1,15_a
308,acknowle_3,SLOSH 10 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",stämmer1,24_h
309,acknowle_4,SLOSH 12 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",stämmer1,25_h
310,acknowle_5,SLOSH 14 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",stämmer1_1,30_h
311,acknowle_6,SLOSH 16 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",stämmer1,29_h
312,acknowle_7,SLOSH 18 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, så får jag i mitt arbete det erkännande som jag förtjänar.",stämmer1_1,27_h
313,advance_1,SLOSH 06 working,,,"Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet orimligt små",instämmer1,A13_i
314,advance_3,SLOSH 10 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",stämmer1,24_i
315,advance_4,SLOSH 12 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",stämmer1,25_i
316,advance_5,SLOSH 14 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",stämmer1_1,30_i
317,advance_6,SLOSH 16 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",stämmer1,29_i
318,advance_7,SLOSH 18 working,,,"Om din arbetssituation @ Med tanke på den möda jag har lagt ned och allt jag har uträttat, är mina möjligheter att avancera inom yrkeslivet rimliga.",stämmer1_1,27_i
319,salaryok_1,SLOSH 06 working,,,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",instämmer1,A13_j
320,salaryok_2,SLOSH 08 working,1.0,,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",instämmer1,15_b
321,salaryok_2,SLOSH 08 non-working,0.0,,"Med tanke på allt jag har uträttat, så har jag inte en rimlig lön",instämmer1,15_b
322,salaryok_3,SLOSH 10 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",stämmer1,24_j
323,salaryok_4,SLOSH 12 working,,,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",stämmer1,25_j
324,salaryok_5,SLOSH 14 working,,,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",stämmer1_1,30_j
325,salaryok_6,SLOSH 16 working,,,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",stämmer1_1,29_j
326,salaryok_7,SLOSH 18 working,,,"Om din arbetssituation @ Med tanke på allt jag har uträttat, har jag en rimlig lön.",stämmer1_1,27_j
327,owndecis_1,SLOSH 06 working,,,Jag förväntas ta egna beslut och vara ansvarig för dem,stämmer1,A14_a
328,owndecis_2,SLOSH 08 working,,,Jag förväntas ta egna beslut och vara ansvarig för dem,stämmer1,21_a
329,owndecis_3,SLOSH 10 working,,,Hur är stämningen på din arbetsplats? @ Jag förväntas ta egna beslut och vara ansvarig för dem.,stämmer1,31_k
330,mindothe_1,SLOSH 06 working,,,På min arbetsplats bryr vi oss om varandra,stämmer1,A14_b
331,mindothe_2,SLOSH 08 working,,,På min arbetsplats bryr vi oss om varandra.,stämmer1,21_b
